/*** CONFIGURATION INFORMATION ***/
"Linux dstat"
"netSpeed = 1000"
"netBandwidth = 1250000"
"netFullDuplex = full"
"netSpeed.eno1 = 1000"
"netBandwidth.eno1 = 1250000"
"netFullDuplex.eno1 = full"
"os_name = Ubuntu 16.04.5 LTS"
"cpu_model = Intel(R) Xeon(R) Gold 5222 CPU @ 3.80GHz"
"cpu_cores = 16"
"cpu_sockets = 2"
"cpu_cores_per_socket = 4"
"cpu_threads_per_core = 2"
"memory_size = 97605068"
"swap_size = 1003516"
"timezoneOffset = -07:00"
"timezoneAbbrev = PDT"
"list_of_ssd = sda(INTEL SSDSCKJB48), nvme0n1(INTEL SSDPE2KX040T8                     ), nvme1n1(INTEL SSDPE2KX040T8                     )"
"list_of_hdd = none"
"pagesize = 4096"
"list_of_md = "
"dataVersion = 6"
"comment = "

/*** START OF PROFILING OUTPUT ***/
"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","server02",,,,"User:","builder"
"Cmdline:","dstat --nocolor --noheaders --epoch --cpu --net -N eno1,total -dD sda,nvme0n1,nvme1n1,loop0 --disk-time --disk-queue --io --mem --page --output .tmp_start_collection",,,,"Date:","26 Apr 2019 01:49:55 PDT"

"epoch","total cpu usage",,,,,,"net/eno1",,"net/total",,"dsk/sda",,"dsk/nvme0n1",,"dsk/nvme1n1",,"dsk/loop0",,"tim/sda",,"tim/nvme0n1",,"tim/nvme1n1",,"tim/loop0",,"qu/sda","qu/nvme0n1","qu/nvme1n1","qu/loop0","io/sda",,"io/nvme0n1",,"io/nvme1n1",,"io/loop0",,"memory usage",,,,"paging",
"epoch","usr","sys","idl","wai","hiq","siq","recv","send","recv","send","read","writ","read","writ","read","writ","read","writ","reads","writs","reads","writs","reads","writs","reads","writs","queue","queue","queue","queue","read","writ","read","writ","read","writ","read","writ","used","buff","cach","free","in","out"
1556268595.582,3.758,0.708,95.356,0.086,0.0,0.093,0.0,0.0,0.0,0.0,27005.783,1572646.259,868.331,304898.040,325.052,371282.534,0.156,0.0,30700.0,2933268.0,412.0,41416.0,96.0,51836.0,0.0,0.0,0.0,0.0,0.0,0.0,1.241,131.260,0.111,48.002,0.026,56.567,0.000,0.0,2360860672.0,650366976.0,8047190016.0,88889171968.0,0.0,0.0
1556268596.583,0.062,0.062,99.812,0.062,0.0,0.0,66.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359083008.0,650366976.0,8047198208.0,88890941440.0,0.0,0.0
1556268597.583,0.0,0.187,99.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2359083008.0,650366976.0,8047198208.0,88890941440.0,0.0,0.0
1556268598.583,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358898688.0,650366976.0,8047198208.0,88891125760.0,0.0,0.0
1556268599.583,0.063,0.250,99.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358562816.0,650366976.0,8047198208.0,88891461632.0,0.0,0.0
1556268600.583,1.751,0.313,97.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2358562816.0,650366976.0,8047198208.0,88891461632.0,0.0,0.0
1556268601.583,0.0,0.187,99.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2358562816.0,650366976.0,8047198208.0,88891461632.0,0.0,0.0
1556268602.583,0.0,0.125,99.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357641216.0,650366976.0,8047198208.0,88892383232.0,0.0,0.0
1556268603.583,0.125,0.187,99.688,0.0,0.0,0.0,206.0,1020.0,206.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357514240.0,650366976.0,8047198208.0,88892510208.0,0.0,0.0
1556268604.583,0.062,0.125,99.750,0.062,0.0,0.0,462.0,4050.0,462.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2357514240.0,650366976.0,8047198208.0,88892510208.0,0.0,0.0
1556268605.583,5.062,0.688,94.250,0.0,0.0,0.0,234.0,394.0,234.0,394.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2445836288.0,650366976.0,8074412032.0,88776974336.0,0.0,0.0
1556268606.583,7.970,7.147,84.567,0.127,0.0,0.190,1331.0,1111.0,1331.0,2118.0,0.0,3534848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,2551312384.0,650366976.0,8074575872.0,88671334400.0,0.0,0.0
1556268607.583,9.326,6.868,83.176,0.189,0.0,0.441,198.0,644.0,198.0,2543.0,0.0,4653056.0,0.0,192512.0,0.0,925696.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0.0,46.0,0.0,66.0,0.0,0.0,2671165440.0,650366976.0,8073166848.0,88552890368.0,0.0,0.0
1556268608.583,3.727,1.263,94.946,0.063,0.0,0.0,1302.0,718.0,1302.0,15255.0,0.0,1236992.0,0.0,5177344.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,375.0,0.0,0.0,0.0,0.0,2655494144.0,650366976.0,8071225344.0,88570503168.0,0.0,0.0
1556268609.583,3.887,1.755,94.169,0.063,0.0,0.125,375.0,364.0,375.0,6658.0,0.0,901120.0,0.0,5046272.0,0.0,167936.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,344.0,0.0,40.0,0.0,0.0,2643378176.0,650366976.0,8072019968.0,88581824512.0,0.0,0.0
1556268610.583,5.207,2.258,92.535,0.0,0.0,0.0,441.0,254.0,441.0,6071.0,0.0,434176.0,0.0,0.0,0.0,10313728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,741.0,0.0,0.0,2666409984.0,650366976.0,8037941248.0,88592871424.0,0.0,0.0
1556268611.583,0.125,0.188,99.686,0.0,0.0,0.0,309.0,152.0,309.0,3409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665271296.0,650366976.0,8037507072.0,88594444288.0,0.0,0.0
1556268612.583,0.063,0.313,99.561,0.063,0.0,0.0,618.0,304.0,618.0,6165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665271296.0,650366976.0,8037507072.0,88594444288.0,0.0,0.0
1556268613.583,4.389,0.690,94.922,0.0,0.0,0.0,309.0,278.0,309.0,2066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2707976192.0,650366976.0,8037507072.0,88551739392.0,0.0,0.0
1556268614.583,5.982,2.897,90.932,0.0,0.0,0.189,330.0,1012.0,25523.0,17655.0,0.0,466944.0,0.0,45056.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,11.0,0.0,0.0,0.0,0.0,2629484544.0,650366976.0,8064700416.0,88603037696.0,0.0,0.0
1556268615.583,2.804,3.123,93.818,0.127,0.0,0.127,1677.0,1192.0,1.84467440737e+19,1.84467440737e+19,0.0,1286144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,2559311872.0,650366976.0,8064741376.0,88673169408.0,0.0,0.0
1556268616.583,0.691,0.880,98.366,0.0,0.0,0.063,441.0,254.0,1.84467440737e+19,1.84467440737e+19,0.0,294912.0,0.0,0.0,0.0,36864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,9.0,0.0,0.0,2549731328.0,650366976.0,8064626688.0,88682864640.0,0.0,0.0
1556268617.583,0.062,0.188,99.750,0.0,0.0,0.0,309.0,152.0,309.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2547945472.0,650366976.0,8064622592.0,88684654592.0,0.0,0.0
